"","id","stimuli","time","oxygen"
"108","D0864","random_noise",535,1.444324
"109","D0864","random_noise",540,1.375531
"110","D0864","random_noise",545,1.329328
"111","D0864","random_noise",550,1.278683
"112","D0864","random_noise",555,1.207278
"113","D0864","random_noise",560,1.17547
"114","D0864","random_noise",565,1.237726
"115","D0864","random_noise",570,1.493558
"116","D0864","random_noise",575,1.605388
"117","D0864","random_noise",580,1.579301
"118","D0864","random_noise",585,1.517469
"119","D0864","random_noise",590,1.435223
"120","D0864","random_noise",595,1.320058
"121","D0864","random_noise",600,1.30099
"122","D0864","random_noise",605,1.452461
"123","D0864","random_noise",610,1.458321
"124","D0864","random_noise",615,1.410839
"125","D0864","random_noise",620,1.37028
"126","D0864","random_noise",625,1.301951
"127","D0864","random_noise",630,1.222455
"128","D0864","random_noise",635,1.180603
"129","D0864","random_noise",640,1.263445
"130","D0864","random_noise",645,1.316849
"131","D0864","random_noise",650,1.389191
"132","D0864","random_noise",655,1.443498
"133","D0864","random_noise",660,1.374461
"134","D0864","random_noise",665,1.273364
"135","D0864","random_noise",670,1.375125
"136","D0864","random_noise",675,1.518236
"137","D0864","random_noise",680,1.492486
"138","D0864","random_noise",685,1.366741
"139","D0864","random_noise",690,1.255922
"140","D0864","random_noise",695,1.17959
"141","D0864","random_noise",700,1.126564
"142","D0864","random_noise",705,1.295311
"143","D0864","random_noise",710,1.5019
"144","D0864","random_noise",715,1.566512
"145","D0864","random_noise",720,1.490532
"146","D0864","random_noise",725,1.401589
"147","D0864","random_noise",730,1.520726
"148","D0864","random_noise",735,1.535176
"149","D0864","random_noise",740,1.433012
"150","D0864","random_noise",745,1.461919
"151","D0864","random_noise",750,1.552359
"152","D0864","random_noise",755,1.496846
"153","D0864","random_noise",760,1.428394
"154","D0864","random_noise",765,1.480477
"155","D0864","random_noise",770,1.471975
"156","D0864","random_noise",775,1.34223
"157","D0864","random_noise",780,1.234672
"158","D0864","random_noise",785,1.323794
"159","D0864","random_noise",790,1.396281
"160","D0864","random_noise",795,1.370143
"161","D0864","random_noise",800,1.413087
"162","D0864","random_noise",805,1.390091
"163","D0864","random_noise",810,1.27074
"164","D0864","random_noise",815,1.168849
"165","D0864","random_noise",820,1.159676
"166","D0864","random_noise",825,1.336884
"167","D0864","random_noise",830,1.392036
"168","D0864","random_noise",835,1.375017
"169","D0864","random_noise",840,1.283669
"170","D0864","random_noise",845,1.309402
"171","D0864","random_noise",850,1.415058
"172","D0864","random_noise",855,1.400405
"173","D0864","random_noise",860,1.333218
"174","D0864","random_noise",865,1.244771
"175","D0864","random_noise",870,1.288713
"176","D0864","random_noise",875,1.364481
"177","D0864","random_noise",880,1.350999
"178","D0864","random_noise",885,1.44831
"179","D0864","random_noise",890,1.448999
"180","D0864","random_noise",895,1.394697
"181","D0864","random_noise",900,1.317906
"182","D0864","bird_cry",905,1.349267
"183","D0864","bird_cry",910,1.423759
"184","D0864","bird_cry",915,1.42821
"185","D0864","bird_cry",920,1.511024
"186","D0864","bird_cry",925,1.492362
"187","D0864","bird_cry",930,1.3936
"188","D0864","bird_cry",935,1.365738
"189","D0864","bird_cry",940,1.464871
"190","D0864","bird_cry",945,1.560248
"191","D0864","bird_cry",950,1.476653
"192","D0864","bird_cry",955,1.345506
"193","D0864","bird_cry",960,1.23844
"194","D0864","bird_cry",965,1.304501
"195","D0864","bird_cry",970,1.449945
"196","D0864","bird_cry",975,1.443792
"197","D0864","bird_cry",980,1.446227
"198","D0864","bird_cry",985,1.602116
"199","D0864","bird_cry",990,1.612659
"200","D0864","bird_cry",995,1.514637
"201","D0864","bird_cry",1000,1.381107
"202","D0864","bird_cry",1005,1.282598
"203","D0864","bird_cry",1010,1.40309
"204","D0864","bird_cry",1015,1.509723
"205","D0864","bird_cry",1020,1.466081
"206","D0864","bird_cry",1025,1.357722
"207","D0864","bird_cry",1030,1.264412
"208","D0864","bird_cry",1035,1.209645
"209","D0864","bird_cry",1040,1.16883
"210","D0864","bird_cry",1045,1.17187
"211","D0864","bird_cry",1050,1.215856
"212","D0864","bird_cry",1055,1.255962
"213","D0864","bird_cry",1060,1.344459
"214","D0864","bird_cry",1065,1.429594
"215","D0864","bird_cry",1070,1.419906
"216","D0864","bird_cry",1075,1.386089
"217","D0864","bird_cry",1080,1.391504
"218","D0864","bird_cry",1085,1.582068
"219","D0864","bird_cry",1090,1.667521
"220","D0864","bird_cry",1095,1.602485
"221","D0864","bird_cry",1100,1.511872
"222","D0864","bird_cry",1105,1.497732
"223","D0864","bird_cry",1110,1.622018
"224","D0864","bird_cry",1115,1.685473
"225","D0864","bird_cry",1120,1.668511
"226","D0864","bird_cry",1125,1.691906
"227","D0864","bird_cry",1130,1.789142
"228","D0864","bird_cry",1135,1.920738
"229","D0864","bird_cry",1140,2.11924
"230","D0864","bird_cry",1145,2.153916
"231","D0864","bird_cry",1150,1.954778
"232","D0864","bird_cry",1155,1.714274
"233","D0864","bird_cry",1160,1.51991
"234","D0864","bird_cry",1165,1.429525
"235","D0864","bird_cry",1170,1.395418
"236","D0864","bird_cry",1175,1.40214
"237","D0864","bird_cry",1180,1.456961
"238","D0864","bird_cry",1185,1.427803
"239","D0864","bird_cry",1190,1.450772
"240","D0864","bird_cry",1195,1.541848
"241","D0864","bird_cry",1200,1.600135
"242","D0864","bird_cry",1205,1.550877
"243","D0864","bird_cry",1210,1.446908
"244","D0864","bird_cry",1215,1.36733
"245","D0864","bird_cry",1220,1.366606
"246","D0864","bird_cry",1225,1.359753
"247","D0864","bird_cry",1230,1.379562
"248","D0864","bird_cry",1235,1.374169
"249","D0864","bird_cry",1240,1.368223
"250","D0864","bird_cry",1245,1.321243
"251","D0864","bird_cry",1250,1.264161
"252","D0864","bird_cry",1255,1.238239
"253","D0864","bird_cry",1260,1.233879
"254","D0864","bird_cry",1265,1.34046
"255","D0864","bird_cry",1270,1.436767
"256","D0864","bird_cry",1275,1.535957
"257","D0864","bird_cry",1280,1.595857
"258","D0864","bird_cry",1285,1.610935
"259","D0864","bird_cry",1290,1.533387
"260","D0864","bird_cry",1295,1.472515
"261","D0864","bird_cry",1300,1.511253
"262","D0864","bird_cry",1305,1.514981
"263","D0864","bird_cry",1310,1.494155
"264","D0864","bird_cry",1315,1.430938
"265","D0864","bird_cry",1320,1.365722
"266","D0864","bird_cry",1325,1.40528
"267","D0864","bird_cry",1330,1.405599
"268","D0864","bird_cry",1335,1.338928
"269","D0864","bird_cry",1340,1.255337
"270","D0864","bird_cry",1345,1.189127
"271","D0864","bird_cry",1350,1.159947
"272","D0864","bird_cry",1355,1.151967
"273","D0864","bird_cry",1360,1.158717
"274","D0864","bird_cry",1365,1.154297
"275","D0864","bird_cry",1370,1.147484
"276","D0864","bird_cry",1375,1.144139
"277","D0864","bird_cry",1380,1.143714
"278","D0864","bird_cry",1385,1.149508
"279","D0864","bird_cry",1390,1.154538
"280","D0864","bird_cry",1395,1.158766
"281","D0864","bird_cry",1400,1.157391
"282","D0864","bird_cry",1405,1.207138
"283","D0864","bird_cry",1410,1.286817
"284","D0864","bird_cry",1415,1.33196
"285","D0864","bird_cry",1420,1.351712
"286","D0864","bird_cry",1425,1.375238
"287","D0864","bird_cry",1430,1.326384
"288","D0864","bird_cry",1435,1.255487
"289","D0864","bird_cry",1440,1.201186
"290","D0864","bird_cry",1445,1.1866
"291","D0864","bird_cry",1450,1.221461
"292","D0864","bird_cry",1455,1.352775
"293","D0864","bird_cry",1460,1.409511
"294","D0864","bird_cry",1465,1.513263
"295","D0864","bird_cry",1470,1.647493
"296","D0864","bird_cry",1475,1.651517
"297","D0864","bird_cry",1480,1.558867
"298","D0864","bird_cry",1485,1.424348
"299","D0864","bird_cry",1490,1.344532
"300","D0864","bird_cry",1495,1.351767
"301","D0864","bird_cry",1500,1.361824
"302","D0864","random_noise",1505,1.411746
"303","D0864","random_noise",1510,1.405557
"304","D0864","random_noise",1515,1.426465
"305","D0864","random_noise",1520,1.477342
"306","D0864","random_noise",1525,1.455584
"307","D0864","random_noise",1530,1.424175
"308","D0864","random_noise",1535,1.439477
"309","D0864","random_noise",1540,1.378617
"310","D0864","random_noise",1545,1.282419
"311","D0864","random_noise",1550,1.21248
"312","D0864","random_noise",1555,1.304852
"313","D0864","random_noise",1560,1.399038
"314","D0864","random_noise",1565,1.392028
"315","D0864","random_noise",1570,1.388049
"316","D0864","random_noise",1575,1.42615
"317","D0864","random_noise",1580,1.466158
"318","D0864","random_noise",1585,1.490765
"319","D0864","random_noise",1590,1.487865
"320","D0864","random_noise",1595,1.466309
"321","D0864","random_noise",1600,1.453938
"322","D0864","random_noise",1605,1.438032
"323","D0864","random_noise",1610,1.426866
"324","D0864","random_noise",1615,1.423241
"325","D0864","random_noise",1620,1.465371
"326","D0864","random_noise",1625,1.568161
"327","D0864","random_noise",1630,1.654371
"328","D0864","random_noise",1635,1.699333
"329","D0864","random_noise",1640,1.677975
"330","D0864","random_noise",1645,1.573203
"331","D0864","random_noise",1650,1.453671
"332","D0864","random_noise",1655,1.372376
"333","D0864","random_noise",1660,1.346326
"334","D0864","random_noise",1665,1.341734
"335","D0864","random_noise",1670,1.34667
"336","D0864","random_noise",1675,1.34353
"337","D0864","random_noise",1680,1.337959
"338","D0864","random_noise",1685,1.327817
"339","D0864","random_noise",1690,1.310692
"340","D0864","random_noise",1695,1.297145
"341","D0864","random_noise",1700,1.293573
"342","D0864","random_noise",1705,1.297372
"343","D0864","random_noise",1710,1.314343
"344","D0864","random_noise",1715,1.386291
"345","D0864","random_noise",1720,1.452382
"346","D0864","random_noise",1725,1.478611
"347","D0864","random_noise",1730,1.432998
"348","D0864","random_noise",1735,1.32718
"349","D0864","random_noise",1740,1.256405
"350","D0864","random_noise",1745,1.212279
"351","D0864","random_noise",1750,1.194499
"352","D0864","random_noise",1755,1.193915
"353","D0864","random_noise",1760,1.179936
"354","D0864","random_noise",1765,1.169805
"355","D0864","random_noise",1770,1.163443
"356","D0864","random_noise",1775,1.150484
"357","D0864","random_noise",1780,1.14378
"358","D0864","random_noise",1785,1.14151
"359","D0864","random_noise",1790,1.195349
"360","D0864","random_noise",1795,1.276933
"361","D0864","random_noise",1800,1.325652
"362","D0864","random_noise",1805,1.319653
"363","D0864","random_noise",1810,1.273337
"364","D0864","random_noise",1815,1.230893
"365","D0864","random_noise",1820,1.200061
"366","D0864","random_noise",1825,1.181886
"367","D0864","random_noise",1830,1.161472
"368","D0864","random_noise",1835,1.143305
"369","D0864","random_noise",1840,1.133432
"370","D0864","random_noise",1845,1.133416
"371","D0864","random_noise",1850,1.136815
"372","D0864","random_noise",1855,1.132911
"373","D0864","random_noise",1860,1.133278
"374","D0864","random_noise",1865,1.13037
"375","D0864","random_noise",1870,1.121887
"376","D0864","random_noise",1875,1.121851
"377","D0864","random_noise",1880,1.184583
"378","D0864","random_noise",1885,1.248792
"379","D0864","random_noise",1890,1.276322
"380","D0864","random_noise",1895,1.260702
"381","D0864","random_noise",1900,1.261668
"382","D0864","random_noise",1905,1.258163
"383","D0864","random_noise",1910,1.24072
"384","D0864","random_noise",1915,1.210364
"385","D0864","random_noise",1920,1.185741
"386","D0864","random_noise",1925,1.180529
"387","D0864","random_noise",1930,1.180932
"388","D0864","random_noise",1935,1.192163
"389","D0864","random_noise",1940,1.199657
"390","D0864","random_noise",1945,1.195896
"391","D0864","random_noise",1950,1.173038
"392","D0864","random_noise",1955,1.150751
"393","D0864","random_noise",1960,1.121199
"394","D0864","random_noise",1965,1.107588
"395","D0864","random_noise",1970,1.105986
"396","D0864","random_noise",1975,1.185254
"397","D0864","random_noise",1980,1.304671
"398","D0864","random_noise",1985,1.325848
"399","D0864","random_noise",1990,1.269948
"400","D0864","random_noise",1995,1.239676
"401","D0864","random_noise",2000,1.240396
"402","D0864","random_noise",2005,1.244838
"403","D0864","random_noise",2010,1.267157
"404","D0864","random_noise",2015,1.27944
"405","D0864","random_noise",2020,1.27748
"406","D0864","random_noise",2025,1.25062
"407","D0864","random_noise",2030,1.218902
"408","D0864","random_noise",2035,1.186056
"409","D0864","random_noise",2040,1.167942
"410","D0864","random_noise",2045,1.151592
"411","D0864","random_noise",2050,1.140496
"412","D0864","random_noise",2055,1.131081
"413","D0864","random_noise",2060,1.132809
"414","D0864","random_noise",2065,1.140649
"415","D0864","random_noise",2070,1.210047
"416","D0864","random_noise",2075,1.255463
"417","D0864","random_noise",2080,1.237025
"418","D0864","random_noise",2085,1.172113
"419","D0864","random_noise",2090,1.107615
"420","D0864","random_noise",2095,1.123748
"421","D0864","random_noise",2100,1.183823
"422","D0864","none",2105,1.200304
"423","D0864","none",2110,1.168357
"424","D0864","none",2115,1.100232
"425","D0864","none",2120,1.06695
"426","D0864","none",2125,1.039732
"427","D0864","none",2130,1.02521
"428","D0864","none",2135,1.020103
"429","D0864","none",2140,1.034931
"430","D0864","none",2145,1.032857
"431","D0864","none",2150,1.011643
"432","D0864","none",2155,0.9883029
"433","D0864","none",2160,0.9977506
"434","D0864","none",2165,1.019624
"435","D0864","none",2170,1.046634
"436","D0864","none",2175,1.073337
"437","D0864","none",2180,1.097005
"438","D0864","none",2185,1.123531
"439","D0864","none",2190,1.147328
"440","D0864","none",2195,1.159908
"441","D0864","none",2200,1.177059
"442","D0864","none",2205,1.18272
"443","D0864","none",2210,1.19265
"444","D0864","none",2215,1.198762
"445","D0864","none",2220,1.205709
"446","D0864","none",2225,1.206692
"447","D0864","none",2230,1.205731
"448","D0864","none",2235,1.19932
"449","D0864","none",2240,1.207518
"450","D0864","none",2245,1.202953
"451","D0864","none",2250,1.20822
"452","D0864","none",2255,1.199393
"453","D0864","none",2260,1.193676
"454","D0864","none",2265,1.197047
"455","D0864","none",2270,1.188939
"456","D0864","none",2275,1.181871
"457","D0864","none",2280,1.168362
"458","D0864","none",2285,1.163122
"459","D0864","none",2290,1.156074
"460","D0864","none",2295,1.150057
"461","D0864","none",2300,1.142691
"462","D0864","none",2305,1.136004
"463","D0864","none",2310,1.135043
"464","D0864","none",2315,1.129357
"465","D0864","none",2320,1.137769
"466","D0864","none",2325,1.151909
"467","D0864","none",2330,1.154782
"468","D0864","none",2335,1.155163
"469","D0864","none",2340,1.150773
"470","D0864","none",2345,1.152218
"471","D0864","none",2350,1.155791
"472","D0864","none",2355,1.155091
"473","D0864","none",2360,1.164761
"474","D0864","none",2365,1.172541
"475","D0864","none",2370,1.168704
"476","D0864","none",2375,1.158166
"477","D0864","none",2380,1.134718
"478","D0864","none",2385,1.090143
"479","D0864","none",2390,1.134422
"480","D0864","none",2395,1.324107
"481","D0864","none",2400,1.448519
"2100","D0866","none",5,2.427617
"3100","D0866","none",10,2.423304
"4100","D0866","none",15,2.466141
"518","D0866","none",20,2.515956
"610","D0866","none",25,2.518044
"710","D0866","none",30,2.520329
"810","D0866","none",35,2.500376
"910","D0866","none",40,2.499524
"1010","D0866","none",45,2.488748
"1110","D0866","none",50,2.482482
"1210","D0866","none",55,2.464353
"1310","D0866","none",60,2.4706
"1410","D0866","none",65,2.468611
"1510","D0866","none",70,2.471426
"1610","D0866","none",75,2.475381
"1710","D0866","none",80,2.470458
"1810","D0866","none",85,2.468694
"1910","D0866","none",90,2.470038
"2010","D0866","none",95,2.468734
"2110","D0866","none",100,2.46419
"2210","D0866","none",105,2.450153
"2310","D0866","none",110,2.442702
"2410","D0866","none",115,2.433158
"2510","D0866","none",120,2.429859
"2610","D0866","none",125,2.424068
"2710","D0866","none",130,2.416425
"2810","D0866","none",135,2.421518
"2910","D0866","none",140,2.427257
"3010","D0866","none",145,2.431403
"3110","D0866","none",150,2.431234
"3210","D0866","none",155,2.438064
"3310","D0866","none",160,2.438887
"3410","D0866","none",165,2.446589
"3510","D0866","none",170,2.445348
"3610","D0866","none",175,2.441008
"3710","D0866","none",180,2.448406
"3810","D0866","none",185,2.449426
"3910","D0866","none",190,2.45756
"4010","D0866","none",195,2.458987
"4110","D0866","none",200,2.459121
"4210","D0866","none",205,2.458369
"4310","D0866","none",210,2.459114
"4410","D0866","none",215,2.455845
"4510","D0866","none",220,2.457148
"4610","D0866","none",225,2.461568
"4710","D0866","none",230,2.458031
"4810","D0866","none",235,2.452747
"4910","D0866","none",240,2.447594
"5010","D0866","none",245,2.445275
"519","D0866","none",250,2.434199
"521","D0866","none",255,2.433743
"531","D0866","none",260,2.424253
"541","D0866","none",265,2.419964
"551","D0866","none",270,2.421619
"561","D0866","none",275,2.440341
"571","D0866","none",280,2.447637
"581","D0866","none",285,2.460886
"591","D0866","none",290,2.456074
"601","D0866","none",295,2.45629
"611","D0866","none",300,2.457781
"621","D0866","random_noise",305,2.449599
"631","D0866","random_noise",310,2.453164
"641","D0866","random_noise",315,2.445215
"651","D0866","random_noise",320,2.445294
"661","D0866","random_noise",325,2.44385
"671","D0866","random_noise",330,2.440188
"681","D0866","random_noise",335,2.473317
"691","D0866","random_noise",340,2.484154
"701","D0866","random_noise",345,2.482985
"711","D0866","random_noise",350,2.490602
"721","D0866","random_noise",355,2.49889
"731","D0866","random_noise",360,2.519453
"741","D0866","random_noise",365,2.543583
"751","D0866","random_noise",370,2.657002
"761","D0866","random_noise",375,2.77135
"771","D0866","random_noise",380,2.767946
"781","D0866","random_noise",385,2.720355
"791","D0866","random_noise",390,2.661463
"801","D0866","random_noise",395,2.61699
"811","D0866","random_noise",400,2.588247
"821","D0866","random_noise",405,2.606385
"831","D0866","random_noise",410,2.694613
"841","D0866","random_noise",415,2.842068
"851","D0866","random_noise",420,2.928606
"861","D0866","random_noise",425,2.934239
"871","D0866","random_noise",430,2.877529
"881","D0866","random_noise",435,2.778127
"891","D0866","random_noise",440,2.688751
"901","D0866","random_noise",445,2.637885
"911","D0866","random_noise",450,2.69829
"921","D0866","random_noise",455,2.67403
"931","D0866","random_noise",460,2.606049
"941","D0866","random_noise",465,2.546982
"951","D0866","random_noise",470,2.549546
"961","D0866","random_noise",475,2.5696
"971","D0866","random_noise",480,2.556754
"981","D0866","random_noise",485,2.514628
"991","D0866","random_noise",490,2.483571
"1001","D0866","random_noise",495,2.489118
"1011","D0866","random_noise",500,2.496252
"1021","D0866","random_noise",505,2.520667
"1031","D0866","random_noise",510,2.580698
"1041","D0866","random_noise",515,2.668603
"1051","D0866","random_noise",520,2.743817
"1061","D0866","random_noise",525,2.737666
"1071","D0866","random_noise",530,2.656526
"1081","D0866","random_noise",535,2.589778
"1091","D0866","random_noise",540,2.498992
"1101","D0866","random_noise",545,2.410694
"1111","D0866","random_noise",550,2.346206
"1121","D0866","random_noise",555,2.300734
"1131","D0866","random_noise",560,2.270676
"1141","D0866","random_noise",565,2.252223
"1151","D0866","random_noise",570,2.242663
"1161","D0866","random_noise",575,2.258463
"1171","D0866","random_noise",580,2.290004
"1181","D0866","random_noise",585,2.292586
"1191","D0866","random_noise",590,2.275644
"1201","D0866","random_noise",595,2.26775
"1211","D0866","random_noise",600,2.324814
"1221","D0866","random_noise",605,2.406622
"1231","D0866","random_noise",610,2.462153
"1241","D0866","random_noise",615,2.478893
"1251","D0866","random_noise",620,2.45457
"1261","D0866","random_noise",625,2.412474
"1271","D0866","random_noise",630,2.437397
"1281","D0866","random_noise",635,2.429379
"1291","D0866","random_noise",640,2.398801
"1301","D0866","random_noise",645,2.369296
"1311","D0866","random_noise",650,2.321592
"1321","D0866","random_noise",655,2.28049
"1331","D0866","random_noise",660,2.260501
"1341","D0866","random_noise",665,2.250323
"1351","D0866","random_noise",670,2.251245
"1361","D0866","random_noise",675,2.258125
"1371","D0866","random_noise",680,2.291877
"1381","D0866","random_noise",685,2.320366
"1391","D0866","random_noise",690,2.350401
"1401","D0866","random_noise",695,2.367469
"1411","D0866","random_noise",700,2.371956
"1421","D0866","random_noise",705,2.378426
"1431","D0866","random_noise",710,2.377582
"1441","D0866","random_noise",715,2.382362
"1451","D0866","random_noise",720,2.382398
"1461","D0866","random_noise",725,2.367446
"1471","D0866","random_noise",730,2.366036
"1481","D0866","random_noise",735,2.358489
"1491","D0866","random_noise",740,2.374706
"1501","D0866","random_noise",745,2.423951
"1511","D0866","random_noise",750,2.477401
"1521","D0866","random_noise",755,2.495276
"1531","D0866","random_noise",760,2.490318
"1541","D0866","random_noise",765,2.477634
"1551","D0866","random_noise",770,2.449993
"1561","D0866","random_noise",775,2.417078
"1571","D0866","random_noise",780,2.384233
"1581","D0866","random_noise",785,2.356673
"1591","D0866","random_noise",790,2.331169
"1601","D0866","random_noise",795,2.303562
"1611","D0866","random_noise",800,2.291765
"1621","D0866","random_noise",805,2.295569
"1631","D0866","random_noise",810,2.299584
"1641","D0866","random_noise",815,2.298821
"1651","D0866","random_noise",820,2.306427
"1661","D0866","random_noise",825,2.318153
"1671","D0866","random_noise",830,2.324295
"1681","D0866","random_noise",835,2.334198
"1691","D0866","random_noise",840,2.342066
"1701","D0866","random_noise",845,2.355619
"1711","D0866","random_noise",850,2.445327
"1721","D0866","random_noise",855,2.552135
"1731","D0866","random_noise",860,2.575606
"1741","D0866","random_noise",865,2.542811
"1751","D0866","random_noise",870,2.49687
"1761","D0866","random_noise",875,2.446137
"1771","D0866","random_noise",880,2.405499
"1781","D0866","random_noise",885,2.37515
"1791","D0866","random_noise",890,2.355405
"1801","D0866","random_noise",895,2.340806
"1811","D0866","random_noise",900,2.341092
"1821","D0866","bird_cry",905,2.359007
"1831","D0866","bird_cry",910,2.418238
"1841","D0866","bird_cry",915,2.476846
"1851","D0866","bird_cry",920,2.491054
"1861","D0866","bird_cry",925,2.48022
"1871","D0866","bird_cry",930,2.451144
"1881","D0866","bird_cry",935,2.419358
"1891","D0866","bird_cry",940,2.43548
"1901","D0866","bird_cry",945,2.458406
"1911","D0866","bird_cry",950,2.50521
"1921","D0866","bird_cry",955,2.544708
"1931","D0866","bird_cry",960,2.526578
"1941","D0866","bird_cry",965,2.49225
"1951","D0866","bird_cry",970,2.448194
"1961","D0866","bird_cry",975,2.427319
"1971","D0866","bird_cry",980,2.433963
"1981","D0866","bird_cry",985,2.450322
"1991","D0866","bird_cry",990,2.467242
"2001","D0866","bird_cry",995,2.512741
"2011","D0866","bird_cry",1000,2.64737
"2021","D0866","bird_cry",1005,2.681076
"2031","D0866","bird_cry",1010,2.653069
"2041","D0866","bird_cry",1015,2.611339
"2051","D0866","bird_cry",1020,2.573411
"2061","D0866","bird_cry",1025,2.5303
"2071","D0866","bird_cry",1030,2.512468
"2081","D0866","bird_cry",1035,2.511295
"2091","D0866","bird_cry",1040,2.517249
"2101","D0866","bird_cry",1045,2.520181
"2111","D0866","bird_cry",1050,2.511717
"2121","D0866","bird_cry",1055,2.538933
"2131","D0866","bird_cry",1060,2.660821
"2141","D0866","bird_cry",1065,2.715931
"2151","D0866","bird_cry",1070,2.680268
"2161","D0866","bird_cry",1075,2.627439
"2171","D0866","bird_cry",1080,2.580001
"2181","D0866","bird_cry",1085,2.54304
"2191","D0866","bird_cry",1090,2.522141
"2201","D0866","bird_cry",1095,2.503385
"2211","D0866","bird_cry",1100,2.489038
"2221","D0866","bird_cry",1105,2.476746
"2231","D0866","bird_cry",1110,2.464811
"2241","D0866","bird_cry",1115,2.476804
"2251","D0866","bird_cry",1120,2.535146
"2261","D0866","bird_cry",1125,2.549503
"2271","D0866","bird_cry",1130,2.509197
"2281","D0866","bird_cry",1135,2.490608
"2291","D0866","bird_cry",1140,2.518744
"2301","D0866","bird_cry",1145,2.546025
"2311","D0866","bird_cry",1150,2.541116
"2321","D0866","bird_cry",1155,2.506494
"2331","D0866","bird_cry",1160,2.47523
"2341","D0866","bird_cry",1165,2.435989
"2351","D0866","bird_cry",1170,2.402283
"2361","D0866","bird_cry",1175,2.396054
"2371","D0866","bird_cry",1180,2.43974
"2381","D0866","bird_cry",1185,2.450895
"2391","D0866","bird_cry",1190,2.457356
"2401","D0866","bird_cry",1195,2.534962
"2411","D0866","bird_cry",1200,2.58131
"2421","D0866","bird_cry",1205,2.56471
"2431","D0866","bird_cry",1210,2.524541
"2441","D0866","bird_cry",1215,2.473303
"2451","D0866","bird_cry",1220,2.427581
"2461","D0866","bird_cry",1225,2.381473
"2471","D0866","bird_cry",1230,2.340835
