Cantos,Muestras,,
3,239,1.509723,2.203604
3,240,1.466081,2.459038
3,241,1.357722,2.65745
3,242,1.264412,2.748835
3,243,1.209645,2.706167
3,244,1.16883,2.554952
3,245,1.17187,2.385818
3,246,1.215856,2.242445
3,247,1.255962,2.155909
3,248,1.344459,2.111301
3,249,1.429594,2.113551
3,250,1.419906,2.250961
3,251,1.386089,2.29645
3,252,1.391504,2.255589
3,253,1.582068,2.185833
3,254,1.667521,2.115642
3,255,1.602485,2.049759
3,256,1.511872,2.063659
3,257,1.497732,2.158049
3,258,1.622018,2.250037
3,259,1.685473,2.343452
3,260,1.668511,2.410604
3,261,1.691906,2.401132
3,262,1.789142,2.37836
3,263,1.920738,2.356437
3,264,2.11924,2.261345
3,265,2.153916,2.134277
3,266,1.954778,2.041531
3,267,1.714274,1.994493
3,268,1.51991,2.032997
3,269,1.429525,2.184403
3,270,1.395418,2.24632
3,271,1.40214,2.17977
3,272,1.456961,2.136108
3,273,1.427803,2.157383
3,274,1.450772,2.252861
3,275,1.541848,2.322106
3,276,1.600135,2.245158
3,277,1.550877,2.110638
3,278,1.446908,2.024652
3,279,1.36733,2.109829
3,280,1.366606,2.16506
3,281,1.359753,2.117934
3,282,1.379562,2.056163
3,283,1.374169,2.100359
3,284,1.368223,2.19741
3,285,1.321243,2.206975
3,286,1.264161,2.146725
3,287,1.238239,2.068177
3,288,1.233879,2.016051
3,289,1.34046,1.98832
3,290,1.436767,1.974144
3,291,1.535957,1.984146
3,292,1.595857,1.995461
3,293,1.610935,1.999468
3,294,1.533387,2.003138
3,295,1.472515,2.000807
3,296,1.511253,1.99661
3,297,1.514981,1.998228
3,298,1.494155,2.002617
3,299,1.430938,1.99747
3,300,1.365722,1.955307
3,301,1.40528,1.914399
3,302,1.405599,1.902002
3,303,1.338928,1.923577
3,304,1.255337,1.958373
3,305,1.189127,1.994484
3,306,1.159947,2.032537
3,307,1.151967,2.062643
3,308,1.158717,2.068265
3,309,1.154297,2.092381
3,310,1.147484,2.272116
3,311,1.144139,2.477298
3,312,1.143714,2.584576
3,313,1.149508,2.584584
3,314,1.154538,2.456746
3,315,1.158766,2.296848
3,316,1.157391,2.151403
3,317,1.207138,2.043182
3,318,1.286817,1.972176
3,319,1.33196,1.910793
3,320,1.351712,1.870189
3,321,1.375238,1.932248
3,322,1.326384,1.979714
3,323,1.255487,2.017876
3,324,1.201186,2.201802
3,325,1.1866,2.351939
3,326,1.221461,2.346727
3,327,1.352775,2.253712
3,328,1.409511,2.15406
3,329,1.513263,2.125999
3,330,1.647493,2.104951
3,331,1.651517,2.06483
3,332,1.558867,2.036677
3,333,1.424348,2.03266
3,334,1.344532,2.01708
3,335,1.351767,1.985264
3,336,1.361824,1.96601
4,337,1.411746,1.972797
4,338,1.405557,1.98059
4,339,1.426465,1.97238
4,340,1.477342,1.959595
4,341,1.455584,1.966507
4,342,1.424175,2.011536
4,343,1.439477,2.01994
4,344,1.378617,2.007737
4,345,1.282419,1.994066
4,346,1.21248,2.00385
4,347,1.304852,2.039418
4,348,1.399038,2.146787
4,349,1.392028,2.225519
4,350,1.388049,2.248338
4,351,1.42615,2.228171
4,352,1.466158,2.210442
4,353,1.490765,2.175086
4,354,1.487865,2.13876
4,355,1.466309,2.10309
4,356,1.453938,2.079345
4,357,1.438032,2.070576
4,358,1.426866,2.093133
4,359,1.423241,2.120918
4,360,1.465371,2.167291
4,361,1.568161,2.200238
4,362,1.654371,2.252287
4,363,1.699333,2.340633
4,364,1.677975,2.35092
4,365,1.573203,2.301518
4,366,1.453671,2.276376
4,367,1.372376,2.255937
4,368,1.346326,2.207672
4,369,1.341734,2.154196
4,370,1.34667,2.099346
4,371,1.34353,2.066921
4,372,1.337959,2.10458
4,373,1.327817,2.242757
4,374,1.310692,2.264364
4,375,1.297145,2.23544
4,376,1.293573,2.202154
4,377,1.297372,2.154235
4,378,1.314343,2.143327
4,379,1.386291,2.172253
4,380,1.452382,2.164265
4,381,1.478611,2.143064
4,382,1.432998,2.133193
4,383,1.32718,2.157908
4,384,1.256405,2.19951
4,385,1.212279,2.245193
4,386,1.194499,2.271966
4,387,1.193915,2.256995
4,388,1.179936,2.211522
4,389,1.169805,2.232525
4,390,1.163443,2.275977
4,391,1.150484,2.288238
4,392,1.14378,2.293166
4,393,1.14151,2.2523
4,394,1.195349,2.193933
4,395,1.276933,2.285983
4,396,1.325652,2.321004
4,397,1.319653,2.28297
4,398,1.273337,2.236959
4,399,1.230893,2.199647
4,400,1.200061,2.181305
4,401,1.181886,2.184882
4,402,1.161472,2.138701
4,403,1.143305,2.083145
4,404,1.133432,2.042858
4,405,1.133416,2.056274
4,406,1.136815,2.078627
4,407,1.132911,2.102747
4,408,1.133278,2.128276
4,409,1.13037,2.129264
4,410,1.121887,2.142557
4,411,1.121851,2.164276
4,412,1.184583,2.195551
4,413,1.248792,2.195153
4,414,1.276322,2.174886
4,415,1.260702,2.188319
4,416,1.261668,2.317189
4,417,1.258163,2.367887
4,418,1.24072,2.329414
4,419,1.210364,2.369298
4,420,1.185741,2.342158
4,421,1.180529,2.274973
4,422,1.180932,2.197563
4,423,1.192163,2.1848
4,424,1.199657,2.214118
4,425,1.195896,2.242089
4,426,1.173038,2.200583
4,427,1.150751,2.178047
4,428,1.121199,2.135037
4,429,1.107588,2.096241
4,430,1.105986,2.094816
4,431,1.185254,2.105965
4,432,1.304671,2.096061
4,433,1.325848,2.090058
4,434,1.269948,2.121631
4,435,1.239676,2.19319
4,436,1.240396,2.242341
4,437,1.244838,2.316923
4,438,1.267157,2.368148
4,439,1.27944,2.300588
4,440,1.27748,2.311097
4,441,1.25062,2.339864
4,442,1.218902,2.265736
4,443,1.186056,2.175532
4,444,1.167942,2.081677
4,445,1.151592,2.028937
4,446,1.140496,2.004142
4,447,1.131081,1.991845
4,448,1.132809,2.082983
4,449,1.140649,2.18225
4,450,1.210047,2.303411
4,451,1.255463,2.451074
4,452,1.237025,2.514856
4,453,1.172113,2.459214
4,454,1.107615,2.390768
4,455,1.123748,2.43893
4,456,1.183823,2.40774
5,457,1.200304,2.336648
5,458,1.168357,2.316913
5,459,1.100232,2.269428
5,460,1.06695,2.192202
5,461,1.039732,2.118804
5,462,1.02521,2.053576
5,463,1.020103,1.997398
5,464,1.034931,1.943925
5,465,1.032857,1.908548
5,466,1.011643,1.902277
5,467,0.9883029,1.900976
5,468,0.9977506,1.955529
5,469,1.019624,2.028272
5,470,1.046634,2.092695
5,471,1.073337,2.14636
5,472,1.097005,2.19151
5,473,1.123531,2.206258
5,474,1.147328,2.203602
5,475,1.159908,2.175398
5,476,1.177059,2.130213
5,477,1.18272,2.102012
5,478,1.19265,2.195062
5,479,1.198762,2.418306
5,480,1.205709,2.502113
5,481,1.206692,2.487263
5,482,1.205731,2.450731
5,483,1.19932,2.485499
5,484,1.207518,2.653602
5,485,1.202953,2.824352
5,486,1.20822,2.850112
5,487,1.199393,2.707615
5,488,1.193676,2.518962
5,489,1.197047,2.368971
5,490,1.188939,2.34282
5,491,1.181871,2.4145
5,492,1.168362,2.50457
5,493,1.163122,2.524298
5,494,1.156074,2.515774
5,495,1.150057,2.552577
5,496,1.142691,2.505349
5,497,1.136004,2.427133
5,498,1.135043,2.378415
5,499,1.129357,2.36629
5,500,1.137769,2.435542
5,501,1.151909,2.493112
5,502,1.154782,2.388875
5,503,1.155163,2.177168
5,504,1.150773,1.9736
5,505,1.152218,1.934403
5,506,1.155791,2.153217
5,507,1.155091,2.343663
5,508,1.164761,2.356776
5,509,1.172541,2.323815
5,510,1.168704,2.331238
5,511,1.158166,2.350749
5,512,1.134718,2.36485
5,513,1.090143,2.355348
5,514,1.134422,2.331289
5,515,1.324107,2.303224
5,516,1.448519,2.396458
