Cantos,Muestras,,
2,165,1.426752,1.960659
2,166,1.297544,1.956794
2,167,1.195843,1.956594
2,168,1.132457,1.949446
2,169,1.095564,1.986037
2,170,1.085025,1.961522
2,171,1.079058,1.910109
2,172,1.101142,1.938699
2,173,1.114353,2.032581
2,174,1.118152,2.099763
2,175,1.111837,2.131903
2,176,1.112632,2.135864
2,177,1.117615,2.182748
2,178,1.12622,2.143688
2,179,1.158917,2.074817
2,180,1.180084,2.154718
2,181,1.191689,2.371925
2,182,1.184781,2.483918
2,183,1.173702,2.451426
2,184,1.177793,2.374699
2,185,1.183455,2.263574
2,186,1.167956,2.100281
2,187,1.154529,1.93418
2,188,1.143244,1.783375
2,189,1.135204,1.671183
2,190,1.132049,1.596871
2,191,1.144688,1.553399
2,192,1.159757,1.524266
2,193,1.154031,1.51337
2,194,1.147416,1.506541
2,195,1.148421,1.499519
2,196,1.146317,1.502924
2,197,1.155434,1.494244
2,198,1.161959,1.493798
2,199,1.165764,1.491434
2,200,1.168742,1.487428
2,201,1.170691,1.480878
2,202,1.201528,1.488463
2,203,1.280063,1.492209
2,204,1.316777,1.501502
2,205,1.317818,1.508928
2,206,1.303071,1.520654
2,207,1.310487,1.527808
2,208,1.35383,1.532206
2,209,1.34817,1.536169
2,210,1.388622,1.542711
2,211,1.493032,1.617164
2,212,1.502555,1.76217
2,213,1.479836,1.759766
2,214,1.536571,1.739283
2,215,1.633546,1.846215
2,216,1.660851,1.967989
3,217,1.710762,1.994087
3,218,1.772519,2.065083
3,219,1.842063,2.143842
3,220,1.867604,2.114619
3,221,1.831001,2.193161
3,222,1.844169,2.29905
3,223,1.838448,2.28252
3,224,1.919757,2.143185
3,225,2.029849,2.005156
3,226,1.959928,1.946821
3,227,1.962383,1.883171
3,228,2.013418,1.849433
3,229,2.103907,1.825609
3,230,2.155372,1.809814
3,231,2.088171,1.808937
3,232,2.098245,1.814633
3,233,1.997634,1.852178
3,234,1.894836,1.915565
3,235,1.928031,1.930454
3,236,1.888101,1.954419
3,237,1.874768,1.963024
3,238,1.931327,1.921311
3,239,1.927263,1.879774
3,240,1.927076,1.84783
3,241,1.949577,1.829522
3,242,1.959035,1.820251
3,243,1.994588,1.83464
3,244,2.038415,1.880329
3,245,2.035199,1.972595
3,246,2.007207,2.012672
3,247,2.062717,1.970154
3,248,2.136325,1.948936
3,249,2.13049,1.934824
3,250,2.191486,1.921704
3,251,2.274554,1.897676
3,252,2.317621,1.881595
3,253,2.322262,1.863883
3,254,2.358715,1.847231
3,255,2.375563,1.845045
3,256,2.338873,1.891555
3,257,2.261584,1.915448
3,258,2.247252,1.943766
3,259,2.219691,1.9679
3,260,2.217938,2.018381
3,261,2.311139,1.999795
3,262,2.308008,1.957486
3,263,2.256066,1.923438
3,264,2.217151,1.891258
3,265,2.270424,1.872166
3,266,2.366628,1.862067
3,267,2.420419,1.896794
3,268,2.388073,1.913845
3,269,2.357995,1.92254
3,270,2.365063,1.923833
3,271,2.351221,1.938876
3,272,2.352252,1.964806
3,273,2.366023,1.957849
3,274,2.38763,1.925531
3,275,2.447879,1.886947
3,276,2.399432,1.858533
3,277,2.281888,1.837814
3,278,2.201806,1.826666
3,279,2.174501,1.857819
3,280,2.158373,1.933149
3,281,2.205283,1.997983
3,282,2.24172,2.015389
3,283,2.23367,1.98577
3,284,2.254462,1.941312
3,285,2.242528,1.929777
3,286,2.201156,1.913841
3,287,2.17873,1.898935
3,288,2.197094,1.881705
3,289,2.30779,1.862984
3,290,2.438598,1.84762
3,291,2.508523,1.840598
3,292,2.476434,1.87103
3,293,2.376584,1.9009
3,294,2.32467,1.984043
3,295,2.267522,1.990261
3,296,2.24146,1.986455
3,297,2.252386,1.985068
3,298,2.296518,1.937331
3,299,2.33087,1.884802
3,300,2.386673,1.847033
3,301,2.398679,1.821712
3,302,2.443844,1.803616
3,303,2.463226,1.79338
3,304,2.519494,1.838098
3,305,2.656522,1.88902
3,306,2.661251,1.973936
3,307,2.642168,2.035339
3,308,2.561856,1.973573
3,309,2.470688,1.904662
3,310,2.443985,1.838618
3,311,2.430988,1.80238
3,312,2.353724,1.781691
3,313,2.230997,1.782806
3,314,2.112731,1.783194
3,315,2.024266,1.806312
3,316,1.970355,1.882656
3,317,1.946101,1.903136
3,318,1.924218,1.994159
3,319,1.902135,2.044543
3,320,1.878647,2.040559
3,321,1.856649,1.994694
3,322,1.837399,1.934925
3,323,1.811462,1.880283
3,324,1.787208,1.835525
3,325,1.766338,1.808875
3,326,1.746475,1.791258
3,327,1.726979,1.794137
3,328,1.70852,1.82317
3,329,1.688774,1.914641
3,330,1.671003,2.058166
3,331,1.657546,2.074711
3,332,1.644254,2.022882
3,333,1.632605,1.933399
3,334,1.619795,1.861094
3,335,1.608712,1.807959
3,336,1.60687,1.783691
4,337,1.599952,1.778192
4,338,1.587767,1.773109
4,339,1.576427,1.7701
4,340,1.569262,1.766457
4,341,1.560139,1.75876
4,342,1.549428,1.758196
4,343,1.53276,1.846999
4,344,1.523774,2.049719
4,345,1.539211,2.17675
4,346,1.545101,2.173002
4,347,1.555248,2.112675
4,348,1.550515,2.036969
4,349,1.548316,1.992919
4,350,1.544564,2.016457
4,351,1.538129,2.049569
4,352,1.540854,1.973503
4,353,1.539368,1.871264
4,354,1.541737,1.795906
4,355,1.541121,1.855159
4,356,1.541579,2.029362
4,357,1.539327,2.169397
4,358,1.534012,2.222348
4,359,1.53095,2.200013
4,360,1.523359,2.068895
4,361,1.520001,1.900468
4,362,1.511269,1.770467
4,363,1.499176,1.671607
4,364,1.487123,1.621228
4,365,1.47546,1.615017
4,366,1.465736,1.707254
4,367,1.460882,1.773201
4,368,1.45819,1.815254
4,369,1.45576,1.790954
4,370,1.458697,1.756576
4,371,1.466706,1.713729
4,372,1.465901,1.747018
4,373,1.459216,1.761227
4,374,1.457183,1.732305
4,375,1.44424,1.686566
4,376,1.437097,1.655236
4,377,1.436092,1.635717
4,378,1.439595,1.640662
4,379,1.440087,1.760261
4,380,1.434146,1.978301
4,381,1.435347,2.179849
4,382,1.431386,2.269895
4,383,1.447558,2.284688
4,384,1.465356,2.221445
4,385,1.478588,2.144415
4,386,1.487836,2.140825
4,387,1.500065,2.06215
4,388,1.507759,1.905675
4,389,1.498463,1.766701
4,390,1.477736,1.660167
4,391,1.467526,1.652989
4,392,1.46172,1.661862
4,393,1.460692,1.650281
4,394,1.464619,1.633119
4,395,1.489744,1.61648
4,396,1.499145,1.605227
4,397,1.512758,1.59127
4,398,1.537728,1.643057
4,399,1.567401,1.708112
4,400,1.607962,1.715086
4,401,1.625415,1.682673
4,402,1.619524,1.65811
4,403,1.584724,1.630496
4,404,1.548497,1.623611
4,405,1.53166,1.618521
4,406,1.524506,1.625528
4,407,1.521572,1.631657
4,408,1.537117,1.634052
4,409,1.555777,1.63078
4,410,1.581977,1.708497
4,411,1.622051,1.796765
4,412,1.662992,1.888643
4,413,1.68011,1.983984
4,414,1.684508,2.048309
4,415,1.67453,2.072215
4,416,1.645892,2.078555
4,417,1.60392,2.071068
4,418,1.565205,2.038065
4,419,1.544258,2.015198
4,420,1.535346,1.990541
4,421,1.530744,1.962252
4,422,1.53898,1.947355
4,423,1.550364,1.930717
4,424,1.571393,1.913972
4,425,1.602035,1.900265
4,426,1.596596,1.904756
4,427,1.574633,1.91721
4,428,1.555496,1.925011
4,429,1.543817,1.924877
4,430,1.561971,1.909939
4,431,1.574709,1.883559
4,432,1.588234,1.861894
4,433,1.590707,1.89602
4,434,1.590155,1.951366
4,435,1.592191,1.988607
4,436,1.58889,1.973919
4,437,1.579559,1.943635
4,438,1.562722,1.929393
4,439,1.561264,1.964551
4,440,1.575951,1.983104
4,441,1.59869,1.915925
4,442,1.608236,1.828126
4,443,1.612263,1.779773
4,444,1.61913,1.81887
4,445,1.63316,1.881435
4,446,1.641525,1.971539
4,447,1.628957,1.998824
4,448,1.608861,1.971536
4,449,1.58561,1.953532
4,450,1.569304,1.947948
4,451,1.559513,1.924779
4,452,1.585935,1.89964
4,453,1.622883,1.874759
4,454,1.648816,1.835308
4,455,1.658354,1.801014
4,456,1.657965,1.791579
5,457,1.655284,1.828356
5,458,1.647622,1.838948
5,459,1.622603,1.800713
5,460,1.60398,1.754596
5,461,1.593708,1.718762
5,462,1.584203,1.689583
5,463,1.572589,1.67265
5,464,1.576737,1.66629
5,465,1.632981,1.658079
5,466,1.726377,1.677615
5,467,1.780333,1.709297
5,468,1.77096,1.73772
5,469,1.742203,1.759832
5,470,1.717707,1.75657
5,471,1.718097,1.744193
5,472,1.734839,1.72149
5,473,1.746256,1.692871
5,474,1.754075,1.676502
5,475,1.821255,1.673665
5,476,1.915097,1.680328
5,477,1.953695,1.67386
5,478,1.925231,1.66895
5,479,1.863127,1.672871
5,480,1.784662,1.67232
5,481,1.716337,1.687546
5,482,1.68072,1.726885
5,483,1.678572,1.770725
5,484,1.693422,1.795547
5,485,1.718587,1.787416
5,486,1.736703,1.77885
5,487,1.741409,1.773452
5,488,1.732753,1.761034
5,489,1.73095,1.761773
5,490,1.715142,1.774051
5,491,1.708767,1.778417
5,492,1.700988,1.776133
5,493,1.693468,1.778545
5,494,1.696975,1.7701
5,495,1.69118,1.773888
5,496,1.686463,1.759258
5,497,1.688448,1.760266
5,498,1.682785,1.8027
5,499,1.680687,1.86042
5,500,1.677567,1.880976
5,501,1.678052,1.872342
5,502,1.673205,1.853919
5,503,1.673193,1.84102
5,504,1.667905,1.836728
5,505,1.672226,1.831799
5,506,1.672072,1.800297
5,507,1.668893,1.777144
5,508,1.661669,1.754205
5,509,1.661623,1.733869
5,510,1.659872,1.727125
5,511,1.653424,1.755262
5,512,1.644587,1.804839
5,513,1.641352,1.917921
5,514,1.641236,2.015328
5,515,1.654,2.0561
5,516,1.667575,2.033664
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
