Cantos,Muestras,,
3,239,1.778907,1.922992
3,240,1.782532,1.893954
3,241,1.782227,1.864896
3,242,1.770916,1.841799
3,243,1.753463,1.833132
3,244,1.756681,1.809701
3,245,1.770102,1.8355
3,246,1.838503,1.874588
3,247,1.859007,1.878065
3,248,1.859367,1.844067
3,249,1.849971,1.810179
3,250,1.823006,1.805485
3,251,1.79005,1.819799
3,252,1.788996,1.818635
3,253,1.819478,1.805022
3,254,1.853134,1.78393
3,255,1.893154,1.769173
3,256,1.965523,1.765286
3,257,1.997763,1.755564
3,258,2.000135,1.760761
3,259,1.983716,1.796753
3,260,1.950965,1.814843
3,261,1.908496,1.807935
3,262,1.874153,1.807775
3,263,1.828794,1.795305
3,264,1.784152,1.792531
3,265,1.75386,1.775059
3,266,1.726701,1.758339
3,267,1.718364,1.739769
3,268,1.712761,1.724364
3,269,1.713427,1.718007
3,270,1.718699,1.712413
3,271,1.706061,1.725279
3,272,1.690643,1.759653
3,273,1.678026,1.749284
3,274,1.662209,1.724874
3,275,1.676219,1.698185
3,276,1.698528,1.718091
3,277,1.722006,1.734863
3,278,1.738525,1.743794
3,279,1.746184,1.744908
3,280,1.742863,1.751993
3,281,1.736556,1.751948
3,282,1.720919,1.757203
3,283,1.70871,1.786899
3,284,1.699754,1.81012
3,285,1.702221,1.819981
3,286,1.706748,1.829182
3,287,1.721706,1.857511
3,288,1.741547,1.886573
3,289,1.744088,1.891629
3,290,1.729666,1.879181
3,291,1.726257,1.857381
3,292,1.712829,1.843464
3,293,1.687028,1.822122
3,294,1.675939,1.801829
3,295,1.681175,1.789712
3,296,1.723523,1.780607
3,297,1.797071,1.776754
3,298,1.846831,1.791299
3,299,1.853136,1.820009
3,300,1.836347,1.832729
3,301,1.795197,1.815389
3,302,1.738397,1.811278
3,303,1.706427,1.801659
3,304,1.693568,1.78313
3,305,1.693253,1.767631
3,306,1.699301,1.749455
3,307,1.708675,1.735036
3,308,1.717452,1.724836
3,309,1.717707,1.716653
3,310,1.704772,1.698165
3,311,1.68396,1.688356
3,312,1.665271,1.678078
3,313,1.642519,1.705383
3,314,1.620584,1.701075
3,315,1.59724,1.690672
3,316,1.589879,1.692572
3,317,1.616507,1.741594
3,318,1.630558,1.827843
3,319,1.648199,1.851853
3,320,1.668524,1.858366
3,321,1.671034,1.842949
3,322,1.653676,1.819761
3,323,1.632664,1.785367
3,324,1.615698,1.749289
3,325,1.597228,1.771918
3,326,1.576167,1.776105
3,327,1.562744,1.777334
3,328,1.558057,1.820309
3,329,1.549139,1.856227
3,330,1.549008,1.861276
3,331,1.524773,1.857744
3,332,1.497254,1.842796
3,333,1.481649,1.807611
3,334,1.472077,1.764062
3,335,1.462925,1.725704
3,336,1.446362,1.761612
4,337,1.424106,1.777002
4,338,1.406864,1.796102
4,339,1.395518,1.801354
4,340,1.382366,1.791709
4,341,1.380521,1.78055
4,342,1.368598,1.760941
4,343,1.352884,1.736786
4,344,1.350497,1.747695
4,345,1.358554,1.772489
4,346,1.400416,1.765252
4,347,1.442491,1.760676
4,348,1.479179,1.785542
4,349,1.494392,1.776396
4,350,1.506799,1.776296
4,351,1.522956,1.776852
4,352,1.537059,1.800195
4,353,1.556284,1.795937
4,354,1.571623,1.774026
4,355,1.573216,1.743591
4,356,1.570492,1.720935
4,357,1.55873,1.696608
4,358,1.548315,1.667987
4,359,1.540891,1.656104
4,360,1.533812,1.646633
4,361,1.525846,1.627313
4,362,1.531384,1.616556
4,363,1.538929,1.594535
4,364,1.553174,1.588549
4,365,1.56817,1.581918
4,366,1.584847,1.571017
4,367,1.59568,1.556151
4,368,1.606874,1.553099
4,369,1.614354,1.577272
4,370,1.624958,1.622607
4,371,1.637076,1.659716
4,372,1.638538,1.687618
4,373,1.629913,1.702787
4,374,1.610934,1.708058
4,375,1.602176,1.699328
4,376,1.581723,1.693833
4,377,1.572133,1.670258
4,378,1.55829,1.656452
4,379,1.550731,1.638142
4,380,1.555367,1.629194
4,381,1.564001,1.621303
4,382,1.579211,1.630238
4,383,1.621817,1.671805
4,384,1.674208,1.720149
4,385,1.702605,1.740939
4,386,1.71754,1.767932
4,387,1.721822,1.775133
4,388,1.728767,1.778978
4,389,1.72033,1.780041
4,390,1.70884,1.784302
4,391,1.697402,1.800746
4,392,1.689525,1.834477
4,393,1.669518,1.848751
4,394,1.645523,1.854688
4,395,1.616852,1.8518
4,396,1.597381,1.842736
4,397,1.578642,1.86764
4,398,1.570529,1.898716
4,399,1.553835,1.909825
4,400,1.51965,1.897345
4,401,1.483745,1.870806
4,402,1.456715,1.845539
4,403,1.450672,1.81883
4,404,1.456053,1.788274
4,405,1.472529,1.765243
4,406,1.4803,1.741947
4,407,1.492019,1.726314
4,408,1.500665,1.704142
4,409,1.516307,1.686896
4,410,1.542194,1.670498
4,411,1.561123,1.652885
4,412,1.563734,1.659468
4,413,1.562557,1.656622
4,414,1.550248,1.69654
4,415,1.534967,1.741392
4,416,1.523444,1.747711
4,417,1.504628,1.724873
4,418,1.479295,1.70287
4,419,1.465198,1.673044
4,420,1.44313,1.656605
4,421,1.4282,1.671685
4,422,1.420166,1.688713
4,423,1.425778,1.687284
4,424,1.434346,1.673818
4,425,1.450145,1.645478
4,426,1.462325,1.62533
4,427,1.478331,1.612375
4,428,1.495864,1.595089
4,429,1.512436,1.576879
4,430,1.530287,1.565326
4,431,1.549974,1.552948
4,432,1.562205,1.542488
4,433,1.551017,1.533758
4,434,1.540859,1.529607
4,435,1.52432,1.533087
4,436,1.508876,1.554532
4,437,1.48676,1.593687
4,438,1.470821,1.624213
4,439,1.453467,1.61665
4,440,1.421309,1.627349
4,441,1.4069,1.632283
4,442,1.406726,1.630708
4,443,1.409583,1.657008
4,444,1.425548,1.697967
4,445,1.448015,1.739811
4,446,1.454529,1.748128
4,447,1.468164,1.728309
4,448,1.478489,1.69521
4,449,1.491654,1.664582
4,450,1.51163,1.627578
4,451,1.519597,1.589535
4,452,1.510737,1.561273
4,453,1.503136,1.536307
4,454,1.508243,1.511536
4,455,1.519864,1.501412
4,456,1.524154,1.504004
5,457,1.512965,1.535968
5,458,1.495812,1.573134
5,459,1.485961,1.611883
5,460,1.472915,1.621516
5,461,1.4528,1.609215
5,462,1.43545,1.577179
5,463,1.424662,1.557095
5,464,1.407684,1.532946
5,465,1.387914,1.52027
5,466,1.378611,1.500943
5,467,1.363976,1.485196
5,468,1.354027,1.463812
5,469,1.329355,1.460085
5,470,1.320318,1.46361
5,471,1.295103,1.456032
5,472,1.28157,1.453903
5,473,1.274402,1.449952
5,474,1.258318,1.441567
5,475,1.245951,1.4392
5,476,1.227734,1.434583
5,477,1.222423,1.43002
5,478,1.21099,1.426499
5,479,1.194442,1.41764
5,480,1.171081,1.416564
5,481,1.155833,1.408763
5,482,1.143053,1.405274
5,483,1.1277,1.405339
5,484,1.117961,1.397989
5,485,1.112134,1.392574
5,486,1.118058,1.382291
5,487,1.114951,1.37723
5,488,1.10923,1.372311
5,489,1.098909,1.376511
5,490,1.099247,1.376269
5,491,1.109693,1.390809
5,492,1.13427,1.387909
5,493,1.144557,1.381397
5,494,1.13703,1.386866
5,495,1.134543,1.396048
5,496,1.148469,1.394621
5,497,1.155278,1.406956
5,498,1.178362,1.408068
5,499,1.217181,1.409924
5,500,1.250973,1.414673
5,501,1.291493,1.421173
5,502,1.327622,1.433083
5,503,1.335424,1.449757
5,504,1.34925,1.456101
5,505,1.352455,1.468095
5,506,1.369946,1.46901
5,507,1.37139,1.480844
5,508,1.383106,1.473186
5,509,1.387759,1.478205
5,510,1.388508,1.487611
5,511,1.387935,1.483986
5,512,1.39479,1.481977
5,513,1.389619,1.480195
5,514,1.375294,1.479677
5,515,1.372503,1.482823
5,516,1.367613,1.492995
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
