Cantos,Muestras,,
2,152,2.290004,2.778031
2,153,2.292586,2.771258
2,154,2.275644,2.755053
2,155,2.26775,2.720971
2,156,2.324814,2.684315
2,157,2.406622,2.683115
2,158,2.462153,2.710218
2,159,2.478893,2.709699
2,160,2.45457,2.648362
2,161,2.412474,2.607719
2,162,2.437397,2.565739
2,163,2.429379,2.536715
2,164,2.398801,2.560635
2,165,2.369296,2.606858
2,166,2.321592,2.677697
2,167,2.28049,2.729397
2,168,2.260501,2.722522
2,169,2.250323,2.693599
2,170,2.251245,2.669812
2,171,2.258125,2.670032
2,172,2.291877,2.686197
2,173,2.320366,2.698556
2,174,2.350401,2.712783
2,175,2.367469,2.693723
2,176,2.371956,2.640234
2,177,2.378426,2.611856
2,178,2.377582,2.605434
2,179,2.382362,2.6175
2,180,2.382398,2.638754
2,181,2.367446,2.649911
2,182,2.366036,2.649837
2,183,2.358489,2.647538
2,184,2.374706,2.630428
2,185,2.423951,2.605297
2,186,2.477401,2.606427
2,187,2.495276,2.61132
2,188,2.490318,2.615064
2,189,2.477634,2.645847
2,190,2.449993,2.641638
2,191,2.417078,2.626431
2,192,2.384233,2.66272
2,193,2.356673,2.685524
2,194,2.331169,2.667454
2,195,2.303562,2.641273
2,196,2.291765,2.627383
2,197,2.295569,2.610039
2,198,2.299584,2.613158
2,199,2.298821,2.644551
2,200,2.306427,2.677417
2,201,2.318153,2.682101
2,202,2.324295,2.686785
2,203,2.334198,2.684289
2,204,2.342066,2.709215
2,205,2.355619,2.746677
2,206,2.445327,2.796003
2,207,2.552135,2.800899
2,208,2.575606,2.784575
2,209,2.542811,2.726591
2,210,2.49687,2.697121
2,211,2.446137,2.728556
2,212,2.405499,2.787652
2,213,2.37515,2.808741
2,214,2.355405,2.779399
2,215,2.340806,2.736752
2,216,2.341092,2.745099
3,217,2.359007,2.761751
3,218,2.418238,2.784
3,219,2.476846,2.792879
3,220,2.491054,2.807053
3,221,2.48022,2.809498
3,222,2.451144,2.775732
3,223,2.419358,2.717328
3,224,2.43548,2.708424
3,225,2.458406,2.726496
3,226,2.50521,2.744767
3,227,2.544708,2.740382
3,228,2.526578,2.709837
3,229,2.49225,2.688104
3,230,2.448194,2.706733
3,231,2.427319,2.74499
3,232,2.433963,2.766818
3,233,2.450322,2.760252
3,234,2.467242,2.718935
3,235,2.512741,2.696414
3,236,2.64737,2.663156
3,237,2.681076,2.625052
3,238,2.653069,2.608103
3,239,2.611339,2.595536
3,240,2.573411,2.593043
3,241,2.5303,2.610614
3,242,2.512468,2.640149
3,243,2.511295,2.670093
3,244,2.517249,2.698294
3,245,2.520181,2.676952
3,246,2.511717,2.65534
3,247,2.538933,2.647624
3,248,2.660821,2.650996
3,249,2.715931,2.620706
3,250,2.680268,2.577986
3,251,2.627439,2.521881
3,252,2.580001,2.515326
3,253,2.54304,2.544205
3,254,2.522141,2.553977
3,255,2.503385,2.537892
3,256,2.489038,2.567529
3,257,2.476746,2.596701
3,258,2.464811,2.611179
3,259,2.476804,2.638259
3,260,2.535146,2.650717
3,261,2.549503,2.653445
3,262,2.509197,2.642522
3,263,2.490608,2.646632
3,264,2.518744,2.675111
3,265,2.546025,2.691618
3,266,2.541116,2.704883
3,267,2.506494,2.743552
3,268,2.47523,2.765289
3,269,2.435989,2.769986
3,270,2.402283,2.808141
3,271,2.396054,2.81924
3,272,2.43974,2.843872
3,273,2.450895,2.84472
3,274,2.457356,2.826505
3,275,2.534962,2.782721
3,276,2.58131,2.762005
3,277,2.56471,2.771861
3,278,2.524541,2.802155
3,279,2.473303,2.840809
3,280,2.427581,2.869662
3,281,2.381473,2.874917
3,282,2.340835,2.869742
3,283,2.337852,2.851267
3,284,2.396829,2.829081
3,285,2.470243,2.799904
3,286,2.560475,2.771907
3,287,2.55391,2.760238
3,288,2.558575,2.759589
3,289,2.598797,2.744844
3,290,2.629287,2.729995
3,291,2.639146,2.692907
3,292,2.623602,2.673212
3,293,2.601071,2.674464
3,294,2.528495,2.664309
3,295,2.477489,2.636549
3,296,2.475895,2.640154
3,297,2.476858,2.641866
3,298,2.474332,2.623912
3,299,2.541115,2.597142
3,300,2.532185,2.592794
3,301,2.489787,2.633035
3,302,2.450344,2.711783
3,303,2.414651,2.794703
3,304,2.385907,2.838452
3,305,2.375227,2.828885
3,306,2.394168,2.809245
3,307,2.404957,2.79601
3,308,2.390487,2.789877
3,309,2.361628,2.770373
3,310,2.361371,2.730991
3,311,2.413186,2.729972
3,312,2.437585,2.743953
3,313,2.426942,2.775648
3,314,2.400888,2.780331
3,315,2.389935,2.758554
3,316,2.386817,2.758538
3,317,2.366127,2.774264
3,318,2.356782,2.792969
3,319,2.345032,2.806572
3,320,2.322957,2.791024
3,321,2.371809,2.761208
3,322,2.418018,2.77178
3,323,2.398705,2.800936
3,324,2.373434,2.848742
3,325,2.342963,2.88146
3,326,2.33129,2.907416
3,327,2.319152,2.943418
3,328,2.320755,2.947346
3,329,2.321902,2.934174
3,330,2.326417,2.934091
3,331,2.331689,2.942379
3,332,2.332864,2.961776
3,333,2.37362,2.966828
3,334,2.401653,2.924218
3,335,2.405275,2.891966
3,336,2.400697,2.875764
4,337,2.366719,2.870437
4,338,2.343903,2.904024
4,339,2.36445,2.906552
4,340,2.39601,2.889397
4,341,2.391069,2.879433
4,342,2.388248,2.876722
4,343,2.408937,2.863284
4,344,2.397506,2.864213
4,345,2.363011,2.875892
4,346,2.381635,2.883384
4,347,2.395761,2.888103
4,348,2.385052,2.886543
4,349,2.369572,2.887387
4,350,2.437747,2.914403
4,351,2.541741,2.933379
4,352,2.564793,2.939882
4,353,2.536505,2.973679
4,354,2.546869,2.986085
4,355,2.568256,2.959384
4,356,2.553691,2.914886
4,357,2.527544,2.853193
4,358,2.47969,2.801506
4,359,2.431054,2.806612
4,360,2.379839,2.807017
4,361,2.348835,2.816135
4,362,2.381213,2.818582
4,363,2.411106,2.844394
4,364,2.388234,2.837217
4,365,2.358018,2.860751
4,366,2.337176,2.882614
4,367,2.333351,2.916231
4,368,2.329558,2.945779
4,369,2.334156,2.954226
4,370,2.357985,2.927213
4,371,2.391194,2.893053
4,372,2.390505,2.854458
4,373,2.378299,2.795085
4,374,2.364747,2.733834
4,375,2.363815,2.727134
4,376,2.354994,2.730074
4,377,2.355046,2.764922
4,378,2.39924,2.794697
4,379,2.474287,2.768136
4,380,2.463994,2.751905
4,381,2.427114,2.738716
4,382,2.385642,2.742253
4,383,2.363462,2.715865
4,384,2.379699,2.666323
4,385,2.475313,2.619529
4,386,2.532401,2.577004
4,387,2.507534,2.551054
4,388,2.463654,2.532036
4,389,2.411979,2.554336
4,390,2.375986,2.663214
4,391,2.354421,2.809798
4,392,2.342855,2.808308
4,393,2.338656,2.78647
4,394,2.347813,2.742119
4,395,2.363223,2.711108
4,396,2.36475,2.666742
4,397,2.362842,2.765846
4,398,2.381993,2.85037
4,399,2.38589,2.762286
4,400,2.417768,2.616346
4,401,2.497288,2.493504
4,402,2.520472,2.410424
4,403,2.503964,2.349389
4,404,2.46513,2.325986
4,405,2.415929,2.37404
4,406,2.379532,2.465049
4,407,2.360746,2.492174
4,408,2.366492,2.560338
4,409,2.400031,2.700439
4,410,2.495257,2.780892
4,411,2.543087,2.820044
4,412,2.554186,2.790019
4,413,2.556359,2.735847
4,414,2.547518,2.705308
4,415,2.544783,2.692518
4,416,2.53965,2.655639
4,417,2.545711,2.627919
4,418,2.541244,2.614737
4,419,2.519254,2.59921
4,420,2.506604,2.601657
4,421,2.502815,2.629392
4,422,2.55795,2.646073
4,423,2.615397,2.64827
4,424,2.597997,2.659102
4,425,2.564854,2.690983
4,426,2.538614,2.694856
4,427,2.536608,2.713542
4,428,2.532369,2.740429
4,429,2.519306,2.775476
4,430,2.551167,2.806784
4,431,2.569979,2.834872
4,432,2.552903,2.851223
4,433,2.522314,2.859396
4,434,2.54428,2.851714
4,435,2.642794,2.838135
4,436,2.66644,2.814213
4,437,2.619462,2.796323
4,438,2.593589,2.775697
4,439,2.611769,2.764599
4,440,2.562897,2.784306
4,441,2.518532,2.80474
4,442,2.473135,2.813982
4,443,2.446474,2.831153
4,444,2.42233,2.861391
4,445,2.391197,2.873195
4,446,2.387939,2.898978
4,447,2.374438,2.915002
4,448,2.363846,2.927455
4,449,2.382446,2.917435
4,450,2.386363,2.889533
4,451,2.395642,2.857844
4,452,2.424013,2.818871
4,453,2.432662,2.779044
4,454,2.472302,2.748636
4,455,2.483929,2.722824
4,456,2.466092,2.703818
5,457,2.483147,2.689844
5,458,2.516886,2.666541
5,459,2.52741,2.653593
5,460,2.496684,2.62853
5,461,2.459285,2.617566
5,462,2.414809,2.614318
5,463,2.434803,2.614203
5,464,2.453189,2.625694
5,465,2.442403,2.631995
5,466,2.425184,2.63489
5,467,2.451213,2.631943
5,468,2.454046,2.629926
5,469,2.442009,2.627374
5,470,2.483753,2.628026
5,471,2.558136,2.629531
5,472,2.546116,2.641205
5,473,2.496498,2.654976
5,474,2.464119,2.666193
5,475,2.451229,2.668289
5,476,2.448729,2.670692
5,477,2.52185,2.682181
5,478,2.557716,2.70007
5,479,2.594944,2.720344
5,480,2.662647,2.722624
5,481,2.641853,2.749291
5,482,2.598247,2.75645
5,483,2.612959,2.746059
5,484,2.606055,2.737193
5,485,2.553772,2.712544
5,486,2.524176,2.708609
5,487,2.529994,2.709074
5,488,2.511671,2.718349
5,489,2.479346,2.730297
5,490,2.456922,2.736923
5,491,2.479933,2.752544
5,492,2.510968,2.766008
5,493,2.549812,2.773661
5,494,2.595856,2.798642
5,495,2.659318,2.832622
5,496,2.676621,2.818289
5,497,2.64708,2.789634
5,498,2.654766,2.767115
5,499,2.671235,2.757418
5,500,2.657386,2.758972
5,501,2.615381,2.749499
5,502,2.571726,2.750256
5,503,2.578588,2.750007
5,504,2.617501,2.752322
5,505,2.603309,2.749537
5,506,2.617762,2.752998
5,507,2.652189,2.773256
5,508,2.633096,2.784819
5,509,2.61333,2.813451
5,510,2.603409,2.837015
5,511,2.602521,2.848606
5,512,2.602734,2.848671
5,513,2.591326,2.846984
5,514,2.628913,2.867918
5,515,2.7321,2.910483
5,516,2.742635,2.91889
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
