Cantos,Muestras,,
2,212,3.022695,1.045181
2,213,3.057411,1.05246
2,214,3.085396,1.009036
2,215,3.022485,0.8793138
2,216,2.897379,0.73877
3,217,2.864723,0.720512
3,218,2.847415,0.7734225
3,219,2.879243,0.7417362
3,220,2.810794,0.7119291
3,221,2.769952,0.6988354
3,222,2.7553,0.7662019
3,223,2.665475,0.8211706
3,224,2.583264,0.7901527
3,225,2.559022,0.7526167
3,226,2.593776,0.7055227
3,227,2.697074,0.7008793
3,228,2.740508,0.649083
3,229,2.693482,0.6555712
3,230,2.694417,0.6611512
3,231,2.718227,0.6782026
3,232,2.730069,0.7007517
3,233,2.792499,0.6535777
3,234,2.821648,0.6149591
3,235,2.795994,0.6108231
3,236,2.741404,0.6181003
3,237,2.717093,0.6739234
3,238,2.709732,0.7002766
3,239,2.759615,0.7024706
3,240,2.764714,0.6830084
3,241,2.783556,0.6663586
3,242,2.810417,0.6813182
3,243,2.836503,0.7387623
3,244,2.842538,0.7443449
3,245,2.77993,0.7003617
3,246,2.737861,0.7255491
3,247,2.697523,0.7543451
3,248,2.615719,0.8048404
3,249,2.598101,0.8266359
3,250,2.653031,0.7940525
3,251,2.641159,0.7385934
3,252,2.62006,0.7903804
3,253,2.681582,0.8963528
3,254,2.755721,0.9036413
3,255,2.776068,0.9287118
3,256,2.73287,1.039143
3,257,2.720991,1.201901
3,258,2.752247,1.187194
3,259,2.764011,1.066581
3,260,2.750305,0.9152868
3,261,2.702809,0.871387
3,262,2.695222,0.8485311
3,263,2.690105,0.82697
3,264,2.674239,0.8696065
3,265,2.678703,0.9032069
3,266,2.673102,0.9735108
3,267,2.6829,0.9997062
3,268,2.690107,0.9940836
3,269,2.689305,0.9556518
3,270,2.698721,0.9896643
3,271,2.658245,1.056282
3,272,2.629095,1.119465
3,273,2.638045,1.179437
3,274,2.646113,1.135645
3,275,2.627117,1.098599
3,276,2.565981,1.016079
3,277,2.58815,0.9810708
3,278,2.652201,0.973728
3,279,2.636795,0.9416868
3,280,2.611864,0.9450951
3,281,2.656537,0.9600192
3,282,2.682883,0.9382488
3,283,2.656671,0.9476528
3,284,2.619174,0.9752274
3,285,2.585791,0.9928876
3,286,2.611927,0.9258146
3,287,2.604556,0.8641574
3,288,2.666569,0.8332098
3,289,2.680165,0.8387409
3,290,2.71337,0.8724252
3,291,2.678453,0.8532247
3,292,2.680328,0.8414921
3,293,2.685735,0.8533267
3,294,2.65185,0.8914361
3,295,2.648633,0.917923
3,296,2.649616,0.9169827
3,297,2.594772,0.8758515
3,298,2.557209,0.868675
3,299,2.587492,0.9250877
3,300,2.644567,1.000157
3,301,2.737745,1.01408
3,302,2.763315,0.9476095
3,303,2.708581,0.8568501
3,304,2.664443,0.8310663
3,305,2.612194,0.8475183
3,306,2.585461,0.8549125
3,307,2.645708,0.7792311
3,308,2.7712,0.740724
3,309,2.867251,0.7194272
3,310,2.860378,0.7256926
3,311,2.903612,0.7735025
3,312,2.916677,0.8011441
3,313,2.921189,0.764691
3,314,2.931318,0.7205623
3,315,2.962246,0.7026438
3,316,2.990087,0.7040696
3,317,3.052546,0.74533
3,318,3.061665,0.7672152
3,319,3.065475,0.7761201
3,320,3.034153,0.7086914
3,321,2.994764,0.6923117
3,322,2.968297,0.7111268
3,323,2.987229,0.771372
3,324,2.989739,0.8035886
3,325,2.927376,0.790943
3,326,2.889705,0.8051592
3,327,2.93311,0.7837377
3,328,2.922832,0.7752035
3,329,2.948094,0.6991145
3,330,3.014197,0.6255962
3,331,3.091093,0.6283338
3,332,3.111771,0.6182979
3,333,3.052618,0.5847796
3,334,2.964447,0.5523685
3,335,2.86571,0.4750007
3,336,2.75286,0.4805249
4,337,2.617848,0.5250577
4,338,2.532007,0.5703551
4,339,2.503997,0.6618929
4,340,2.495804,0.8014776
4,341,2.468973,0.926882
4,342,2.484313,0.9539408
4,343,2.535179,0.9041557
4,344,2.582896,0.9187747
4,345,2.582155,0.9405571
4,346,2.59214,0.9710286
4,347,2.70195,1.026162
4,348,2.816096,0.9958122
4,349,2.886397,0.9635738
4,350,2.908341,0.9772185
4,351,2.926336,0.963393
4,352,2.952716,0.9402264
4,353,2.86971,0.9931563
4,354,2.772556,1.026978
4,355,2.704446,1.014415
4,356,2.616506,0.9937347
4,357,2.541242,1.019396
4,358,2.596922,1.037067
4,359,2.723923,1.121922
4,360,2.769225,1.165537
4,361,2.835259,1.176373
4,362,2.899583,1.206151
4,363,2.945295,1.209428
4,364,2.922246,1.144921
4,365,2.903443,1.141022
4,366,2.857903,1.155514
4,367,2.785734,1.184365
4,368,2.775377,1.159729
4,369,2.797042,1.166563
4,370,2.85594,1.187995
4,371,2.882134,1.158654
4,372,2.870222,1.119642
4,373,2.875112,1.13732
4,374,2.826687,1.202336
4,375,2.793998,1.214143
4,376,2.784865,1.209834
4,377,2.831291,1.178378
4,378,2.869393,1.22776
4,379,2.906347,1.268653
4,380,2.977733,1.241849
4,381,3.021157,1.196671
4,382,3.042482,1.139372
4,383,3.029039,1.108412
4,384,3.049315,1.090178
4,385,3.041998,1.079273
4,386,3.102873,1.066378
4,387,3.099521,1.046235
4,388,2.995256,1.047819
4,389,2.933553,1.070575
4,390,2.896481,1.054965
4,391,2.868283,1.007061
4,392,2.923096,0.9721348
4,393,2.982495,0.984432
4,394,2.974471,1.013879
4,395,2.88647,1.069927
4,396,2.841261,1.113225
4,397,2.863959,1.093776
4,398,2.871288,1.086941
4,399,2.87148,1.081118
4,400,2.868877,1.062644
4,401,2.909827,1.075945
4,402,2.911705,1.115665
4,403,2.879685,1.136229
4,404,2.863552,1.119629
4,405,2.850035,1.077951
4,406,2.842954,1.092942
4,407,2.85683,1.081466
4,408,2.822662,1.056224
4,409,2.78912,1.041836
4,410,2.815135,1.030027
4,411,2.851259,1.063112
4,412,2.933278,1.070132
4,413,2.948524,1.114616
4,414,2.935822,1.163485
4,415,2.91862,1.151627
4,416,2.865868,1.114266
4,417,2.810937,1.095834
4,418,2.80683,1.132014
4,419,2.854737,1.152646
4,420,2.855185,1.145622
4,421,2.902245,1.1267
4,422,2.980256,1.134364
4,423,2.988307,1.167039
4,424,2.891654,1.204771
4,425,2.789176,1.265936
4,426,2.769554,1.310238
4,427,2.796411,1.311965
4,428,2.814956,1.293652
4,429,2.771209,1.301137
4,430,2.706791,1.302783
4,431,2.634288,1.287146
4,432,2.58713,1.202879
4,433,2.576144,1.12089
4,434,2.562506,1.06759
4,435,2.646251,1.002233
4,436,2.624953,0.9947956
4,437,2.57155,1.018753
4,438,2.59844,1.02572
4,439,2.672867,1.045017
4,440,2.731863,1.157524
4,441,2.744269,1.280768
4,442,2.749854,1.356596
4,443,2.704967,1.230981
4,444,2.658597,1.075903
4,445,2.635501,1.01227
4,446,2.62181,1.07356
4,447,2.607524,1.295246
4,448,2.625739,1.546641
4,449,2.655432,1.723188
4,450,2.726698,1.688007
4,451,2.754623,1.62295
4,452,2.755403,1.46036
4,453,2.773545,1.379505
4,454,2.833208,1.433848
4,455,2.89236,1.510948
4,456,2.898762,1.552058
5,457,2.873057,1.569929
5,458,2.894116,1.482024
5,459,2.881825,1.345261
5,460,2.8818,1.347243
5,461,2.943954,1.374496
5,462,2.929348,1.407055
5,463,2.898856,1.427861
5,464,2.904352,1.293728
5,465,2.885758,1.175588
5,466,2.932551,1.193652
5,467,2.956532,1.247168
5,468,2.962624,1.196976
5,469,2.951907,1.059379
5,470,2.964707,0.9919337
5,471,2.943295,1.040538
5,472,3.007709,1.132887
5,473,3.148212,1.154132
5,474,3.057809,1.165839
5,475,2.933222,1.058107
5,476,2.837809,0.9647672
5,477,2.801341,0.9067479
5,478,2.828035,0.882454
5,479,2.892184,0.9120027
5,480,2.988604,0.8721973
5,481,3.085665,0.8554657
5,482,3.123133,0.8669454
5,483,3.046579,0.817002
5,484,2.939187,0.7096717
5,485,2.895542,0.6610096
5,486,2.893291,0.7101346
5,487,2.918242,0.7381238
5,488,2.91695,0.7551701
5,489,2.863101,0.7660562
5,490,2.867375,0.7421412
5,491,2.916882,0.6583784
5,492,2.96488,0.611052
5,493,3.021178,0.5557006
5,494,3.046339,0.4520349
5,495,3.029811,0.383395
5,496,2.9999,0.4202561
5,497,2.953834,0.5218808
5,498,2.876757,0.6108377
5,499,2.788375,0.7306928
5,500,2.693986,0.7522912
5,501,2.64074,0.8145824
5,502,2.591703,0.8408623
5,503,2.565424,0.8414199
5,504,2.577726,0.8533117
5,505,2.593964,0.8214157
5,506,2.604155,0.8268523
5,507,2.595009,0.803673
5,508,2.564087,0.6817269
5,509,2.55779,0.601634
5,510,2.651072,0.6881191
5,511,2.65896,0.7112261
5,512,2.691922,0.7698438
5,513,2.741733,0.8156641
5,514,2.783823,0.8483666
5,515,2.777148,0.904359
5,516,2.810967,0.8416163
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
